run_id,run_name,_timestamp,eval/casa_cavg8_holdout,_runtime,eval/gap,diagnostics/loss_plot,eval/off_set,eval/casa_acc,eval/id_acc,eval/id_cavg,eval/off_set_holdout,eval/casa_acc_holdout,eval/casa_acc8_holdout,eval/madis_overall,eval/casa_acc8,eval/casa_cavg20,eval/gap_holdout,_step,eval/layer_mix_argmax,eval/id_acc_macro,eval/step,eval/casa_cavg20_holdout,eval/casa_cavg8
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785316807.9800377,0.20708234614032195,593.818818145,1.4285147190093994,,12.6523505513639,71.50319218635559,72.93170690536499,0.16434422024041903,11.973918197984588,69.413161277771,76.17071866989136,82.56371435780974,78.52582931518555,0.07239166340856773,3.518545627593994,400,11.0,76.38093665242195,400.0,0.08133115002362987,0.17491929998527483
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785316883.232625,,1475.087300294,,"{'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_400_c49451a700ded2a7c0c4.png', 'sha256': 'c49451a700ded2a7c0c4fc78bd68ddb15e0a29983db99bf36da59bb88078e62a', 'size': 261527, 'width': 1210, '_type': 'image-file'}",,,,,,,,,,,,500,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785317764.5001895,0.16199961308025868,1888.795945078,-2.2709786891937256,,8.879860708067325,78.93209457397461,76.66111588478088,0.12808811977756332,7.409602845287493,77.94902324676514,82.03912377357483,75.34695937421145,83.80731344223022,0.05751125313467748,-1.287907361984253,800,10.0,79.94606524705887,800.0,0.06451545794887334,0.13995394067133105
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785318178.2102447,,2454.801796679,,"{'sha256': 'd28ae45b7f2689111f4282d0b3eaea20aa0a7ef08b673fa7097f5f15989c49cf', 'size': 304500, 'width': 1210, '_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_800_d28ae45b7f2689111f42.png'}",,,,,,,,,,,,1000,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785318744.2159255,0.1163535328954373,3036.494011942,-1.2523531913757324,,10.388856645385955,82.76262283325195,81.51026964187622,0.1058525908223163,10.96621221102549,79.96443510055542,87.55186796188354,72.21801665404996,89.32095170021057,0.0442579910905606,1.5458345413208008,1200,6.0,83.08706007897854,1200.0,0.04691295268801185,0.0962410986724371
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785319325.9082456,,3395.08648621,,"{'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_1200_6697d522ccdd07252f9c.png', 'sha256': '6697d522ccdd07252f9cee0f86898d8401c6a1435c1aa5573d459b57806e1b51', 'size': 342942, 'width': 1210, '_type': 'image-file'}",,,,,,,,,,,,1500,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785319684.5008774,0.08411894052496086,4179.214491174,-3.603243827819824,,9.112013929193267,85.54846048355103,81.9452166557312,0.1021956417890044,9.42501481920569,83.1061065196991,90.45643210411072,76.70956346202372,92.68717169761658,0.035707704842937775,-1.1608898639678955,1600,6.0,84.36229884624481,1600.0,0.03693799391754163,0.07929520597511275
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785320632.559706,0.0821863381057187,5292.286123923,-2.1543502807617188,"{'height': 2090, 'path': 'media/images/diagnostics/loss_plot_1600_cf15e29b161bb0c0453a.png', 'sha256': 'cf15e29b161bb0c0453a7f1e0f03ea880e1b7f2f24f0c28f03fa3986ea844d98', 'size': 371114, 'width': 1210, '_type': 'image-file', 'format': 'png'}",6.964596633778293,86.70922517776489,84.55487489700317,0.08318136245939464,6.224066390041494,86.5441620349884,90.33787846565247,73.37875346959373,91.46836996078491,0.03401963602581143,-1.9892871379852295,2000,5.0,86.10074013471603,2000.0,0.03508001386433343,0.07528303701133485
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785321581.7009442,0.06755818146007414,5494.829521783,-1.567000150680542,,7.4289030760301795,87.4637246131897,85.89672446250916,0.0765373692363764,8.180201541197391,86.24777793884277,92.35329031944275,73.95912187736563,92.62913465499878,0.030735324090413668,-0.35105347633361816,2400,48.0,88.50287437438965,2400.0,0.03183961681235292,0.06734895510342105
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785321784.2438152,,6241.855152494,,"{'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_2400_e6e4a053063fc68a4524.png', 'sha256': 'e6e4a053063fc68a4524d810041c5acc77b572154deb4d63fca6cb704e1019e0', 'size': 379549, 'width': 1210, '_type': 'image-file'}",,,,,,,,,,,,2500,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785322531.268755,0.06373964972807065,6636.772093482,-1.861882209777832,,5.91990713871155,89.78525996208191,87.92337775230408,0.07292913919637191,5.157083580320094,89.98221755027771,93.53882670402527,75.29649255614433,94.13813352584839,0.02818565729167899,-2.058839797973633,2800,48.0,89.4604754447937,2800.0,0.028955311900741187,0.05487923494684774
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785322926.1863413,,7199.082201943,,"{'_type': 'image-file', 'format': 'png', 'height': 2090, 'path': 'media/images/diagnostics/loss_plot_2800_77f90cc8e0d55f162741.png', 'sha256': '77f90cc8e0d55f1627417201767532ca4b495f7bd220bb87384b895627746096', 'size': 394332, 'width': 1210}",,,,,,,,,,,,3000,,,,,
pxxc3xgn,v3_lm_casatr_v6_casa75_channelaug_cohere-ar,1785323488.4957898,0.05531949268265802,7789.12897721,-0.21579265594482422,,7.719094602437609,88.1021499633789,87.88635730743408,0.06550280941854919,7.1132187314759925,87.78897523880005,93.30171942710876,75.75069391874842,94.19617056846619,0.029982389086333435,0.0973820686340332,3200,48.0,89.91506159305573,3200.0,0.028289053550035654,0.05633956378938591
